id;Label;Community;timeset
88;88;<[0,3],[1,3],[2,3],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
89;89;<[0,3],[1,3],[2,3],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
90;90;<[0,3],[1,3],[2,4]>;<[0],[1],[2]>
91;91;<[0,3],[1,3],[2,3],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
92;92;<[0,3],[1,3],[2,3],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
93;93;<[0,3],[1,3]>;<[0],[1]>
94;94;<[0,3],[1,3],[2,3],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
95;95;<[0,3],[1,3]>;<[0],[1]>
96;96;<[0,3],[1,3],[2,3],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
97;97;<[0,3],[1,3],[2,3],[3,39]>;<[0],[1],[2],[3]>
98;98;<[0,3],[1,3],[2,3],[3,3],[4,3]>;<[0],[1],[2],[3],[4]>
99;99;<[0,3],[1,3],[2,3],[3,3],[4,3]>;<[0],[1],[2],[3],[4]>
100;100;<[0,4]>;<[0]>
101;101;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
102;102;<[0,4]>;<[0]>
103;103;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
104;104;<[0,4],[1,3],[2,3],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
105;105;<[0,4],[1,3],[2,3]>;<[0],[1],[2]>
106;106;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
107;107;<[0,4],[1,4],[2,4]>;<[0],[1],[2]>
108;108;<[0,4],[1,4]>;<[0],[1]>
109;109;<[0,4]>;<[0]>
110;110;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
111;111;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
112;112;<[0,4],[1,4]>;<[0],[1]>
113;113;<[0,4],[1,3],[2,3],[3,3],[4,3],[5,44]>;<[0],[1],[2],[3],[4],[5]>
114;114;<[0,4],[1,3]>;<[0],[1]>
115;115;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
116;116;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
117;117;<[0,4],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
118;118;<[0,4],[1,3],[2,3],[3,3],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
119;119;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
120;120;<[0,4],[1,4]>;<[0],[1]>
121;121;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
122;122;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
123;123;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
124;124;<[0,4],[1,3],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
125;125;<[0,4]>;<[0]>
126;126;<[0,4],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
127;127;<[0,4],[1,4],[2,4],[3,4],[4,4]>;<[0],[1],[2],[3],[4]>
128;128;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
129;129;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
130;130;<[0,4],[1,3]>;<[0],[1]>
131;131;<[0,4],[1,4],[2,4],[3,4],[4,4]>;<[0],[1],[2],[3],[4]>
132;132;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
133;133;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
134;134;<[0,4]>;<[0]>
135;135;<[0,4],[1,4],[2,4]>;<[0],[1],[2]>
136;136;<[0,4]>;<[0]>
137;137;<[0,4],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
138;138;<[0,5],[1,5],[2,36],[3,43],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
139;139;<[0,5],[1,5],[2,36],[3,43],[4,43]>;<[0],[1],[2],[3],[4]>
140;140;<[0,5],[1,5],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
141;141;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
142;142;<[0,5],[1,5],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
143;143;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
144;144;<[0,5],[1,5],[2,36],[3,43],[4,43]>;<[0],[1],[2],[3],[4]>
145;145;<[0,5]>;<[0]>
146;146;<[0,5]>;<[0]>
147;147;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
148;148;<[0,5],[1,5],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
149;149;<[0,5],[1,5],[2,36]>;<[0],[1],[2]>
150;150;<[0,5],[1,5],[2,36]>;<[0],[1],[2]>
151;151;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
152;152;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
153;153;<[0,5],[1,5],[2,36],[3,43],[4,43]>;<[0],[1],[2],[3],[4]>
154;154;<[0,5],[1,5]>;<[0],[1]>
155;155;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
156;156;<[0,5],[1,5]>;<[0],[1]>
157;157;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
158;158;<[0,5],[1,5],[2,36],[3,44]>;<[0],[1],[2],[3]>
159;159;<[0,5],[1,5],[2,36],[3,43]>;<[0],[1],[2],[3]>
160;160;<[0,5],[1,5],[2,36],[3,43],[4,54]>;<[0],[1],[2],[3],[4]>
161;161;<[0,5],[1,5],[2,36],[3,43],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
162;162;<[0,5],[1,5],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
163;163;<[0,5],[1,5],[2,36],[3,43]>;<[0],[1],[2],[3]>
164;164;<[0,5]>;<[0]>
165;165;<[0,5],[1,5],[2,36],[3,43],[4,43],[5,62]>;<[0],[1],[2],[3],[4],[5]>
166;166;<[0,5],[1,5],[2,36],[3,44],[4,44]>;<[0],[1],[2],[3],[4]>
167;167;<[0,5],[1,5],[2,36],[3,43],[4,54],[5,35]>;<[0],[1],[2],[3],[4],[5]>
168;168;<[0,5]>;<[0]>
169;169;<[0,5],[1,5],[2,36],[3,43],[4,43]>;<[0],[1],[2],[3],[4]>
170;170;<[0,5]>;<[0]>
171;171;<[0,5],[1,5],[2,36]>;<[0],[1],[2]>
172;172;<[0,5],[1,5],[2,36]>;<[0],[1],[2]>
173;173;<[0,5],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
174;174;<[0,5],[1,5],[2,36]>;<[0],[1],[2]>
175;175;<[0,5],[1,5],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
176;176;<[0,5],[1,5],[2,36],[3,43],[4,43],[5,62]>;<[0],[1],[2],[3],[4],[5]>
177;177;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
178;178;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
179;179;<[0,6],[1,6]>;<[0],[1]>
180;180;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
181;181;<[0,6]>;<[0]>
182;182;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
183;183;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
184;184;<[0,6],[1,6],[2,37],[3,37],[4,62]>;<[0],[1],[2],[3],[4]>
185;185;<[0,6],[1,6]>;<[0],[1]>
186;186;<[0,6]>;<[0]>
187;187;<[0,6],[1,6]>;<[0],[1]>
188;188;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
189;189;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
190;190;<[0,6],[1,6],[2,37],[3,37],[4,62]>;<[0],[1],[2],[3],[4]>
191;191;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
192;192;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
193;193;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
194;194;<[0,6],[1,6],[2,37],[3,37],[4,54]>;<[0],[1],[2],[3],[4]>
195;195;<[0,6],[1,6],[2,37],[3,37]>;<[0],[1],[2],[3]>
196;196;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
197;197;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
198;198;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
199;199;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
200;200;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
201;201;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
202;202;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
203;203;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
204;204;<[0,6]>;<[0]>
205;205;<[0,6],[1,6],[2,37]>;<[0],[1],[2]>
206;206;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
207;207;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
208;208;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
209;209;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
210;210;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
211;211;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
212;212;<[0,6]>;<[0]>
213;213;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
214;214;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
215;215;<[0,6],[1,6],[2,37]>;<[0],[1],[2]>
216;216;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
217;217;<[0,6]>;<[0]>
218;218;<[0,6],[1,6],[2,37]>;<[0],[1],[2]>
219;219;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
220;220;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
221;221;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
222;222;<[0,6]>;<[0]>
223;223;<[0,6],[1,6],[2,37],[3,37],[4,62]>;<[0],[1],[2],[3],[4]>
224;224;<[0,6],[1,6],[2,37],[3,37],[4,62]>;<[0],[1],[2],[3],[4]>
225;225;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
226;226;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
227;227;<[0,6],[1,6]>;<[0],[1]>
228;228;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
229;229;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
230;230;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
231;231;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
232;232;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
233;233;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
234;234;<[0,6],[1,6],[2,37]>;<[0],[1],[2]>
235;235;<[0,6],[1,6],[2,37],[3,37],[4,54],[5,54]>;<[0],[1],[2],[3],[4],[5]>
236;236;<[0,6],[1,6],[2,37]>;<[0],[1],[2]>
237;237;<[0,6],[1,6],[2,37],[3,37],[4,54]>;<[0],[1],[2],[3],[4]>
238;238;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
239;239;<[0,6]>;<[0]>
240;240;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
241;241;<[0,6]>;<[0]>
242;242;<[0,6],[1,6],[2,37],[3,37],[4,62],[5,62]>;<[0],[1],[2],[3],[4],[5]>
243;243;<[0,6]>;<[0]>
244;244;<[0,6],[1,6]>;<[0],[1]>
245;245;<[0,7],[1,7],[2,36],[3,43]>;<[0],[1],[2],[3]>
246;246;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
247;247;<[0,7],[1,7],[2,36],[3,43],[4,54],[5,35]>;<[0],[1],[2],[3],[4],[5]>
248;248;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
249;249;<[0,7],[1,7],[2,36]>;<[0],[1],[2]>
250;250;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
251;251;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
252;252;<[0,7],[1,7],[2,36],[3,44]>;<[0],[1],[2],[3]>
253;253;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
254;254;<[0,7],[1,7],[2,36],[3,44],[4,44]>;<[0],[1],[2],[3],[4]>
255;255;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
256;256;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
257;257;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
258;258;<[0,7],[1,7]>;<[0],[1]>
259;259;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
260;260;<[0,7],[1,7],[2,36],[3,43],[4,43]>;<[0],[1],[2],[3],[4]>
261;261;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
262;262;<[0,7],[1,7],[2,36],[3,44],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
263;263;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
264;264;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
265;265;<[0,7]>;<[0]>
266;266;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
267;267;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
268;268;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
269;269;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
270;270;<[0,7],[1,5],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
271;271;<[0,7],[1,5],[2,36],[3,43],[4,43],[5,62]>;<[0],[1],[2],[3],[4],[5]>
272;272;<[0,7],[1,7],[2,36],[3,43],[4,43]>;<[0],[1],[2],[3],[4]>
273;273;<[0,7],[1,7]>;<[0],[1]>
274;274;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
275;275;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
276;276;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
277;277;<[0,7],[1,7],[2,36]>;<[0],[1],[2]>
278;278;<[0,7],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
279;279;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
280;280;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
281;281;<[0,7],[1,7],[2,36]>;<[0],[1],[2]>
282;282;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,62]>;<[0],[1],[2],[3],[4],[5]>
283;283;<[0,7],[1,5],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
284;284;<[0,7],[1,7],[2,36],[3,43],[4,43]>;<[0],[1],[2],[3],[4]>
285;285;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
286;286;<[0,7]>;<[0]>
287;287;<[0,7],[1,7]>;<[0],[1]>
288;288;<[0,7]>;<[0]>
289;289;<[0,7],[1,7],[2,36],[3,43]>;<[0],[1],[2],[3]>
290;290;<[0,7],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
291;291;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
292;292;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
293;293;<[0,7],[1,7]>;<[0],[1]>
294;294;<[0,7],[1,7],[2,36],[3,43]>;<[0],[1],[2],[3]>
