Source;Target;Type;Id;timeset
320;388;Undirected;148;<[0]>
320;341;Undirected;149;<[0]>
320;370;Undirected;150;<[0]>
320;347;Undirected;151;<[0]>
320;945;Undirected;152;<[0]>
320;612;Undirected;153;<[0]>
320;430;Undirected;154;<[0]>
320;246;Undirected;155;<[0]>
320;193;Undirected;156;<[0]>
320;422;Undirected;157;<[0]>
320;891;Undirected;158;<[0]>
320;177;Undirected;159;<[0]>
320;157;Undirected;160;<[0]>
320;892;Undirected;161;<[0]>
320;744;Undirected;162;<[0]>
320;466;Undirected;163;<[0]>
320;185;Undirected;164;<[0]>
320;661;Undirected;165;<[0]>
320;483;Undirected;166;<[0]>
164;149;Undirected;167;<[0]>
164;152;Undirected;168;<[0]>
164;157;Undirected;169;<[0]>
164;146;Undirected;170;<[0]>
164;169;Undirected;171;<[0]>
164;145;Undirected;172;<[0]>
164;143;Undirected;173;<[0]>
164;142;Undirected;174;<[0]>
164;176;Undirected;175;<[0]>
164;159;Undirected;176;<[0]>
164;150;Undirected;177;<[0]>
164;174;Undirected;178;<[0]>
164;172;Undirected;179;<[0]>
164;168;Undirected;180;<[0]>
164;138;Undirected;181;<[0]>
164;959;Undirected;182;<[0]>
164;521;Undirected;183;<[0]>
164;851;Undirected;184;<[0]>
164;98;Undirected;185;<[0]>
164;829;Undirected;186;<[0]>
164;970;Undirected;187;<[0]>
164;322;Undirected;188;<[0]>
164;213;Undirected;189;<[0]>
164;812;Undirected;190;<[0]>
164;546;Undirected;191;<[0]>
164;889;Undirected;192;<[0]>
164;310;Undirected;193;<[0]>
164;63;Undirected;194;<[0]>
164;99;Undirected;195;<[0]>
403;452;Undirected;196;<[0]>
403;460;Undirected;197;<[0]>
403;435;Undirected;198;<[0]>
403;438;Undirected;199;<[0]>
403;432;Undirected;200;<[0]>
403;447;Undirected;201;<[0]>
403;448;Undirected;202;<[0]>
403;465;Undirected;203;<[0]>
403;441;Undirected;204;<[0]>
403;442;Undirected;205;<[0]>
403;440;Undirected;206;<[0]>
403;467;Undirected;207;<[0]>
403;483;Undirected;208;<[0]>
403;409;Undirected;209;<[0]>
403;457;Undirected;210;<[0]>
403;405;Undirected;211;<[0]>
403;402;Undirected;212;<[0]>
403;451;Undirected;213;<[0]>
403;404;Undirected;214;<[0]>
403;431;Undirected;215;<[0]>
403;482;Undirected;216;<[0]>
403;433;Undirected;217;<[0]>
403;345;Undirected;218;<[0]>
403;85;Undirected;219;<[0]>
403;916;Undirected;220;<[0]>
403;375;Undirected;221;<[0]>
403;187;Undirected;222;<[0]>
403;573;Undirected;223;<[0]>
403;694;Undirected;224;<[0]>
403;929;Undirected;225;<[0]>
403;59;Undirected;226;<[0]>
403;303;Undirected;227;<[0]>
403;488;Undirected;228;<[0]>
403;643;Undirected;229;<[0]>
403;684;Undirected;230;<[0]>
403;932;Undirected;231;<[0]>
464;452;Undirected;232;<[0]>
464;482;Undirected;233;<[0]>
464;418;Undirected;234;<[0]>
464;424;Undirected;235;<[0]>
464;430;Undirected;236;<[0]>
464;469;Undirected;237;<[0]>
464;478;Undirected;238;<[0]>
464;476;Undirected;239;<[0]>
464;461;Undirected;240;<[0]>
464;375;Undirected;241;<[0]>
464;754;Undirected;242;<[0]>
464;285;Undirected;243;<[0]>
464;276;Undirected;244;<[0]>
464;644;Undirected;245;<[0]>
464;314;Undirected;246;<[0]>
464;180;Undirected;247;<[0]>
464;678;Undirected;248;<[0]>
464;608;Undirected;249;<[0]>
464;329;Undirected;250;<[0]>
464;347;Undirected;251;<[0]>
464;521;Undirected;252;<[0]>
464;892;Undirected;253;<[0]>
464;348;Undirected;254;<[0]>
638;705;Undirected;255;<[0]>
638;669;Undirected;256;<[0]>
638;620;Undirected;257;<[0]>
638;693;Undirected;258;<[0]>
638;639;Undirected;259;<[0]>
638;711;Undirected;260;<[0]>
638;637;Undirected;261;<[0]>
638;659;Undirected;262;<[0]>
638;688;Undirected;263;<[0]>
638;607;Undirected;264;<[0]>
638;698;Undirected;265;<[0]>
638;628;Undirected;266;<[0]>
638;679;Undirected;267;<[0]>
638;709;Undirected;268;<[0]>
638;694;Undirected;269;<[0]>
638;614;Undirected;270;<[0]>
638;649;Undirected;271;<[0]>
638;676;Undirected;272;<[0]>
638;681;Undirected;273;<[0]>
638;631;Undirected;274;<[0]>
638;610;Undirected;275;<[0]>
638;645;Undirected;276;<[0]>
638;708;Undirected;277;<[0]>
638;602;Undirected;278;<[0]>
638;44;Undirected;279;<[0]>
638;107;Undirected;280;<[0]>
638;388;Undirected;281;<[0]>
638;852;Undirected;282;<[0]>
638;273;Undirected;283;<[0]>
638;427;Undirected;284;<[0]>
638;436;Undirected;285;<[0]>
638;497;Undirected;286;<[0]>
638;192;Undirected;287;<[0]>
638;905;Undirected;288;<[0]>
638;804;Undirected;289;<[0]>
638;148;Undirected;290;<[0]>
638;819;Undirected;291;<[0]>
638;269;Undirected;292;<[0]>
25;4;Undirected;293;<[0]>
25;7;Undirected;294;<[0]>
25;21;Undirected;295;<[0]>
25;17;Undirected;296;<[0]>
25;12;Undirected;297;<[0]>
25;3;Undirected;298;<[0]>
25;31;Undirected;299;<[0]>
25;23;Undirected;300;<[0]>
25;18;Undirected;301;<[0]>
25;15;Undirected;302;<[0]>
25;10;Undirected;303;<[0]>
25;1;Undirected;304;<[0]>
25;6;Undirected;305;<[0]>
25;9;Undirected;306;<[0]>
25;20;Undirected;307;<[0]>
25;19;Undirected;308;<[0]>
25;14;Undirected;309;<[0]>
25;30;Undirected;310;<[0]>
25;11;Undirected;311;<[0]>
25;851;Undirected;312;<[0]>
25;621;Undirected;313;<[0]>
25;229;Undirected;314;<[0]>
25;617;Undirected;315;<[0]>
25;697;Undirected;316;<[0]>
25;765;Undirected;317;<[0]>
25;761;Undirected;318;<[0]>
25;205;Undirected;319;<[0]>
25;104;Undirected;320;<[0]>
25;337;Undirected;321;<[0]>
25;481;Undirected;322;<[0]>
25;422;Undirected;323;<[0]>
25;263;Undirected;324;<[0]>
591;561;Undirected;325;<[0]>
591;498;Undirected;326;<[0]>
591;582;Undirected;327;<[0]>
591;546;Undirected;328;<[0]>
591;578;Undirected;329;<[0]>
591;542;Undirected;330;<[0]>
591;491;Undirected;331;<[0]>
591;588;Undirected;332;<[0]>
591;512;Undirected;333;<[0]>
591;510;Undirected;334;<[0]>
591;537;Undirected;335;<[0]>
591;502;Undirected;336;<[0]>
591;550;Undirected;337;<[0]>
591;497;Undirected;338;<[0]>
591;574;Undirected;339;<[0]>
591;509;Undirected;340;<[0]>
591;532;Undirected;341;<[0]>
591;735;Undirected;342;<[0]>
591;367;Undirected;343;<[0]>
591;636;Undirected;344;<[0]>
591;479;Undirected;345;<[0]>
591;890;Undirected;346;<[0]>
591;614;Undirected;347;<[0]>
591;715;Undirected;348;<[0]>
591;65;Undirected;349;<[0]>
591;270;Undirected;350;<[0]>
591;838;Undirected;351;<[0]>
591;279;Undirected;352;<[0]>
591;9;Undirected;353;<[0]>
591;456;Undirected;354;<[0]>
17;4;Undirected;355;<[0]>
17;7;Undirected;356;<[0]>
17;21;Undirected;357;<[0]>
17;12;Undirected;358;<[0]>
17;29;Undirected;359;<[0]>
17;3;Undirected;360;<[0]>
17;2;Undirected;361;<[0]>
17;24;Undirected;362;<[0]>
17;30;Undirected;363;<[0]>
17;25;Undirected;364;<[0]>
17;8;Undirected;365;<[0]>
17;23;Undirected;366;<[0]>
17;13;Undirected;367;<[0]>
17;10;Undirected;368;<[0]>
17;26;Undirected;369;<[0]>
17;1;Undirected;370;<[0]>
17;11;Undirected;371;<[0]>
17;18;Undirected;372;<[0]>
17;5;Undirected;373;<[0]>
17;9;Undirected;374;<[0]>
17;31;Undirected;375;<[0]>
17;211;Undirected;376;<[0]>
17;448;Undirected;377;<[0]>
17;98;Undirected;378;<[0]>
17;357;Undirected;379;<[0]>
17;468;Undirected;380;<[0]>
17;387;Undirected;381;<[0]>
17;972;Undirected;382;<[0]>
17;352;Undirected;383;<[0]>
17;565;Undirected;384;<[0]>
17;219;Undirected;385;<[0]>
17;772;Undirected;386;<[0]>
17;765;Undirected;387;<[0]>
91;92;Undirected;388;<[0]>
91;88;Undirected;389;<[0]>
91;97;Undirected;390;<[0]>
91;71;Undirected;391;<[0]>
91;83;Undirected;392;<[0]>
91;87;Undirected;393;<[0]>
91;89;Undirected;394;<[0]>
91;75;Undirected;395;<[0]>
91;90;Undirected;396;<[0]>
91;79;Undirected;397;<[0]>
91;80;Undirected;398;<[0]>
91;70;Undirected;399;<[0]>
91;84;Undirected;400;<[0]>
91;95;Undirected;401;<[0]>
91;78;Undirected;402;<[0]>
91;66;Undirected;403;<[0]>
91;74;Undirected;404;<[0]>
91;303;Undirected;405;<[0]>
91;705;Undirected;406;<[0]>
91;911;Undirected;407;<[0]>
91;245;Undirected;408;<[0]>
91;404;Undirected;409;<[0]>
91;345;Undirected;410;<[0]>
91;276;Undirected;411;<[0]>
91;693;Undirected;412;<[0]>
91;906;Undirected;413;<[0]>
91;126;Undirected;414;<[0]>
91;963;Undirected;415;<[0]>
91;452;Undirected;416;<[0]>
268;279;Undirected;417;<[0]>
268;269;Undirected;418;<[0]>
268;312;Undirected;419;<[0]>
268;316;Undirected;420;<[0]>
268;258;Undirected;421;<[0]>
268;281;Undirected;422;<[0]>
268;255;Undirected;423;<[0]>
268;253;Undirected;424;<[0]>
268;304;Undirected;425;<[0]>
268;275;Undirected;426;<[0]>
268;260;Undirected;427;<[0]>
268;315;Undirected;428;<[0]>
268;263;Undirected;429;<[0]>
268;303;Undirected;430;<[0]>
268;256;Undirected;431;<[0]>
268;296;Undirected;432;<[0]>
268;141;Undirected;433;<[0]>
268;452;Undirected;434;<[0]>
268;466;Undirected;435;<[0]>
268;153;Undirected;436;<[0]>
268;140;Undirected;437;<[0]>
268;7;Undirected;438;<[0]>
268;752;Undirected;439;<[0]>
268;723;Undirected;440;<[0]>
268;799;Undirected;441;<[0]>
268;387;Undirected;442;<[0]>
268;208;Undirected;443;<[0]>
268;623;Undirected;444;<[0]>
357;345;Undirected;445;<[0]>
357;320;Undirected;446;<[0]>
357;375;Undirected;447;<[0]>
357;329;Undirected;448;<[0]>
357;362;Undirected;449;<[0]>
357;369;Undirected;450;<[0]>
357;381;Undirected;451;<[0]>
357;395;Undirected;452;<[0]>
357;352;Undirected;453;<[0]>
357;348;Undirected;454;<[0]>
357;376;Undirected;455;<[0]>
357;390;Undirected;456;<[0]>
357;339;Undirected;457;<[0]>
357;321;Undirected;458;<[0]>
357;340;Undirected;459;<[0]>
357;361;Undirected;460;<[0]>
357;358;Undirected;461;<[0]>
357;370;Undirected;462;<[0]>
357;327;Undirected;463;<[0]>
357;17;Undirected;464;<[0]>
357;899;Undirected;465;<[0]>
357;439;Undirected;466;<[0]>
357;524;Undirected;467;<[0]>
357;859;Undirected;468;<[0]>
357;37;Undirected;469;<[0]>
357;632;Undirected;470;<[0]>
357;459;Undirected;471;<[0]>
357;287;Undirected;472;<[0]>
357;131;Undirected;473;<[0]>
357;896;Undirected;474;<[0]>
357;95;Undirected;475;<[0]>
375;345;Undirected;476;<[0]>
375;320;Undirected;477;<[0]>
375;329;Undirected;478;<[0]>
375;336;Undirected;479;<[0]>
375;359;Undirected;480;<[0]>
375;393;Undirected;481;<[0]>
375;390;Undirected;482;<[0]>
375;328;Undirected;483;<[0]>
375;344;Undirected;484;<[0]>
375;370;Undirected;485;<[0]>
375;368;Undirected;486;<[0]>
375;367;Undirected;487;<[0]>
375;366;Undirected;488;<[0]>
375;364;Undirected;489;<[0]>
375;378;Undirected;490;<[0]>
375;351;Undirected;491;<[0]>
375;333;Undirected;492;<[0]>
375;380;Undirected;493;<[0]>
375;384;Undirected;494;<[0]>
375;357;Undirected;495;<[0]>
375;388;Undirected;496;<[0]>
375;318;Undirected;497;<[0]>
375;325;Undirected;498;<[0]>
375;383;Undirected;499;<[0]>
375;403;Undirected;500;<[0]>
375;464;Undirected;501;<[0]>
375;908;Undirected;502;<[0]>
375;627;Undirected;503;<[0]>
375;868;Undirected;504;<[0]>
375;516;Undirected;505;<[0]>
375;614;Undirected;506;<[0]>
375;739;Undirected;507;<[0]>
375;157;Undirected;508;<[0]>
375;926;Undirected;509;<[0]>
375;935;Undirected;510;<[0]>
375;436;Undirected;511;<[0]>
398;452;Undirected;512;<[0]>
398;475;Undirected;513;<[0]>
398;458;Undirected;514;<[0]>
398;447;Undirected;515;<[0]>
398;434;Undirected;516;<[0]>
398;453;Undirected;517;<[0]>
398;432;Undirected;518;<[0]>
398;469;Undirected;519;<[0]>
398;443;Undirected;520;<[0]>
398;480;Undirected;521;<[0]>
398;407;Undirected;522;<[0]>
398;479;Undirected;523;<[0]>
398;410;Undirected;524;<[0]>
398;416;Undirected;525;<[0]>
398;448;Undirected;526;<[0]>
398;401;Undirected;527;<[0]>
398;449;Undirected;528;<[0]>
398;444;Undirected;529;<[0]>
398;429;Undirected;530;<[0]>
398;646;Undirected;531;<[0]>
398;21;Undirected;532;<[0]>
398;15;Undirected;533;<[0]>
398;386;Undirected;534;<[0]>
398;330;Undirected;535;<[0]>
398;581;Undirected;536;<[0]>
398;219;Undirected;537;<[0]>
398;332;Undirected;538;<[0]>
398;590;Undirected;539;<[0]>
398;107;Undirected;540;<[0]>
398;387;Undirected;541;<[0]>
398;144;Undirected;542;<[0]>
475;459;Undirected;543;<[0]>
475;465;Undirected;544;<[0]>
475;461;Undirected;545;<[0]>
475;467;Undirected;546;<[0]>
475;444;Undirected;547;<[0]>
475;416;Undirected;548;<[0]>
475;400;Undirected;549;<[0]>
475;411;Undirected;550;<[0]>
475;479;Undirected;551;<[0]>
475;476;Undirected;552;<[0]>
475;429;Undirected;553;<[0]>
475;424;Undirected;554;<[0]>
475;437;Undirected;555;<[0]>
475;420;Undirected;556;<[0]>
475;445;Undirected;557;<[0]>
475;398;Undirected;558;<[0]>
475;454;Undirected;559;<[0]>
475;402;Undirected;560;<[0]>
475;405;Undirected;561;<[0]>
475;483;Undirected;562;<[0]>
475;419;Undirected;563;<[0]>
475;435;Undirected;564;<[0]>
475;468;Undirected;565;<[0]>
475;413;Undirected;566;<[0]>
475;496;Undirected;567;<[0]>
475;944;Undirected;568;<[0]>
475;768;Undirected;569;<[0]>
475;753;Undirected;570;<[0]>
475;668;Undirected;571;<[0]>
475;645;Undirected;572;<[0]>
475;360;Undirected;573;<[0]>
475;756;Undirected;574;<[0]>
475;537;Undirected;575;<[0]>
475;731;Undirected;576;<[0]>
475;761;Undirected;577;<[0]>
475;393;Undirected;578;<[0]>
543;511;Undirected;579;<[0]>
543;496;Undirected;580;<[0]>
543;551;Undirected;581;<[0]>
543;561;Undirected;582;<[0]>
543;582;Undirected;583;<[0]>
543;531;Undirected;584;<[0]>
543;521;Undirected;585;<[0]>
543;554;Undirected;586;<[0]>
543;565;Undirected;587;<[0]>
543;555;Undirected;588;<[0]>
543;566;Undirected;589;<[0]>
543;585;Undirected;590;<[0]>
543;574;Undirected;591;<[0]>
543;558;Undirected;592;<[0]>
543;573;Undirected;593;<[0]>
543;544;Undirected;594;<[0]>
543;491;Undirected;595;<[0]>
543;549;Undirected;596;<[0]>
543;568;Undirected;597;<[0]>
543;490;Undirected;598;<[0]>
543;494;Undirected;599;<[0]>
543;569;Undirected;600;<[0]>
543;575;Undirected;601;<[0]>
543;556;Undirected;602;<[0]>
543;589;Undirected;603;<[0]>
543;559;Undirected;604;<[0]>
543;160;Undirected;605;<[0]>
543;386;Undirected;606;<[0]>
543;5;Undirected;607;<[0]>
543;645;Undirected;608;<[0]>
543;904;Undirected;609;<[0]>
543;837;Undirected;610;<[0]>
543;461;Undirected;611;<[0]>
543;737;Undirected;612;<[0]>
543;58;Undirected;613;<[0]>
543;652;Undirected;614;<[0]>
543;732;Undirected;615;<[0]>
543;191;Undirected;616;<[0]>
561;543;Undirected;617;<[0]>
561;589;Undirected;618;<[0]>
561;594;Undirected;619;<[0]>
561;504;Undirected;620;<[0]>
561;525;Undirected;621;<[0]>
561;498;Undirected;622;<[0]>
561;521;Undirected;623;<[0]>
561;570;Undirected;624;<[0]>
561;542;Undirected;625;<[0]>
561;516;Undirected;626;<[0]>
561;551;Undirected;627;<[0]>
561;503;Undirected;628;<[0]>
561;495;Undirected;629;<[0]>
561;493;Undirected;630;<[0]>
561;591;Undirected;631;<[0]>
561;568;Undirected;632;<[0]>
561;555;Undirected;633;<[0]>
561;574;Undirected;634;<[0]>
561;582;Undirected;635;<[0]>
561;557;Undirected;636;<[0]>
561;590;Undirected;637;<[0]>
561;552;Undirected;638;<[0]>
561;579;Undirected;639;<[0]>
561;324;Undirected;640;<[0]>
561;184;Undirected;641;<[0]>
561;734;Undirected;642;<[0]>
561;752;Undirected;643;<[0]>
561;383;Undirected;644;<[0]>
561;327;Undirected;645;<[0]>
561;188;Undirected;646;<[0]>
561;597;Undirected;647;<[0]>
561;70;Undirected;648;<[0]>
561;412;Undirected;649;<[0]>
561;170;Undirected;650;<[0]>
561;918;Undirected;651;<[0]>
872;976;Undirected;652;<[0]>
872;940;Undirected;653;<[0]>
872;852;Undirected;654;<[0]>
872;943;Undirected;655;<[0]>
872;939;Undirected;656;<[0]>
872;844;Undirected;657;<[0]>
872;958;Undirected;658;<[0]>
872;833;Undirected;659;<[0]>
872;903;Undirected;660;<[0]>
872;898;Undirected;661;<[0]>
872;967;Undirected;662;<[0]>
872;899;Undirected;663;<[0]>
872;883;Undirected;664;<[0]>
872;848;Undirected;665;<[0]>
872;974;Undirected;666;<[0]>
872;930;Undirected;667;<[0]>
872;966;Undirected;668;<[0]>
872;908;Undirected;669;<[0]>
872;897;Undirected;670;<[0]>
872;938;Undirected;671;<[0]>
872;870;Undirected;672;<[0]>
872;637;Undirected;673;<[0]>
872;75;Undirected;674;<[0]>
872;602;Undirected;675;<[0]>
872;32;Undirected;676;<[0]>
872;600;Undirected;677;<[0]>
872;291;Undirected;678;<[0]>
872;651;Undirected;679;<[0]>
872;639;Undirected;680;<[0]>
872;183;Undirected;681;<[0]>
872;267;Undirected;682;<[0]>
872;515;Undirected;683;<[0]>
872;12;Undirected;684;<[0]>
936;926;Undirected;685;<[0]>
936;832;Undirected;686;<[0]>
936;963;Undirected;687;<[0]>
936;883;Undirected;688;<[0]>
936;859;Undirected;689;<[0]>
936;961;Undirected;690;<[0]>
936;873;Undirected;691;<[0]>
936;891;Undirected;692;<[0]>
936;899;Undirected;693;<[0]>
936;839;Undirected;694;<[0]>
936;880;Undirected;695;<[0]>
936;910;Undirected;696;<[0]>
936;944;Undirected;697;<[0]>
936;952;Undirected;698;<[0]>
936;906;Undirected;699;<[0]>
936;930;Undirected;700;<[0]>
936;884;Undirected;701;<[0]>
936;960;Undirected;702;<[0]>
936;974;Undirected;703;<[0]>
936;959;Undirected;704;<[0]>
936;36;Undirected;705;<[0]>
936;160;Undirected;706;<[0]>
936;469;Undirected;707;<[0]>
936;641;Undirected;708;<[0]>
936;539;Undirected;709;<[0]>
936;450;Undirected;710;<[0]>
936;482;Undirected;711;<[0]>
936;448;Undirected;712;<[0]>
936;729;Undirected;713;<[0]>
936;615;Undirected;714;<[0]>
936;48;Undirected;715;<[0]>
936;681;Undirected;716;<[0]>
30;4;Undirected;717;<[0]>
30;7;Undirected;718;<[0]>
30;21;Undirected;719;<[0]>
30;17;Undirected;720;<[0]>
30;25;Undirected;721;<[0]>
30;5;Undirected;722;<[0]>
30;29;Undirected;723;<[0]>
30;11;Undirected;724;<[0]>
30;13;Undirected;725;<[0]>
30;9;Undirected;726;<[0]>
30;147;Undirected;727;<[0]>
30;973;Undirected;728;<[0]>
30;614;Undirected;729;<[0]>
30;752;Undirected;730;<[0]>
30;476;Undirected;731;<[0]>
30;122;Undirected;732;<[0]>
30;36;Undirected;733;<[0]>
30;549;Undirected;734;<[0]>
30;168;Undirected;735;<[0]>
30;212;Undirected;736;<[0]>
30;971;Undirected;737;<[0]>
185;181;Undirected;738;<[0]>
185;244;Undirected;739;<[0]>
185;210;Undirected;740;<[0]>
185;238;Undirected;741;<[0]>
185;230;Undirected;742;<[0]>
185;199;Undirected;743;<[0]>
185;189;Undirected;744;<[0]>
185;223;Undirected;745;<[0]>
185;182;Undirected;746;<[0]>
185;235;Undirected;747;<[0]>
185;203;Undirected;748;<[0]>
185;208;Undirected;749;<[0]>
185;220;Undirected;750;<[0]>
185;193;Undirected;751;<[0]>
185;212;Undirected;752;<[0]>
185;200;Undirected;753;<[0]>
185;237;Undirected;754;<[0]>
185;243;Undirected;755;<[0]>
185;232;Undirected;756;<[0]>
185;231;Undirected;757;<[0]>
185;222;Undirected;758;<[0]>
185;184;Undirected;759;<[0]>
185;320;Undirected;760;<[0]>
185;866;Undirected;761;<[0]>
185;876;Undirected;762;<[0]>
185;629;Undirected;763;<[0]>
185;519;Undirected;764;<[0]>
185;59;Undirected;765;<[0]>
185;369;Undirected;766;<[0]>
185;490;Undirected;767;<[0]>
185;735;Undirected;768;<[0]>
185;310;Undirected;769;<[0]>
185;498;Undirected;770;<[0]>
245;262;Undirected;771;<[0]>
245;281;Undirected;772;<[0]>
245;270;Undirected;773;<[0]>
245;296;Undirected;774;<[0]>
245;305;Undirected;775;<[0]>
245;269;Undirected;776;<[0]>
245;294;Undirected;777;<[0]>
245;280;Undirected;778;<[0]>
245;311;Undirected;779;<[0]>
245;300;Undirected;780;<[0]>
245;258;Undirected;781;<[0]>
245;276;Undirected;782;<[0]>
245;263;Undirected;783;<[0]>
245;287;Undirected;784;<[0]>
245;255;Undirected;785;<[0]>
245;308;Undirected;786;<[0]>
245;289;Undirected;787;<[0]>
245;259;Undirected;788;<[0]>
245;282;Undirected;789;<[0]>
245;274;Undirected;790;<[0]>
245;91;Undirected;791;<[0]>
245;14;Undirected;792;<[0]>
245;888;Undirected;793;<[0]>
245;479;Undirected;794;<[0]>
245;514;Undirected;795;<[0]>
245;709;Undirected;796;<[0]>
245;477;Undirected;797;<[0]>
245;644;Undirected;798;<[0]>
245;444;Undirected;799;<[0]>
245;134;Undirected;800;<[0]>
245;844;Undirected;801;<[0]>
312;262;Undirected;802;<[0]>
312;257;Undirected;803;<[0]>
312;287;Undirected;804;<[0]>
312;250;Undirected;805;<[0]>
312;293;Undirected;806;<[0]>
312;280;Undirected;807;<[0]>
312;308;Undirected;808;<[0]>
312;248;Undirected;809;<[0]>
312;278;Undirected;810;<[0]>
312;302;Undirected;811;<[0]>
312;263;Undirected;812;<[0]>
312;310;Undirected;813;<[0]>
312;268;Undirected;814;<[0]>
312;291;Undirected;815;<[0]>
312;298;Undirected;816;<[0]>
312;315;Undirected;817;<[0]>
312;288;Undirected;818;<[0]>
312;1;Undirected;819;<[0]>
312;329;Undirected;820;<[0]>
