Source;Target;Type;Id;timeset
158;164;Undirected;96;<[0]>
158;40;Undirected;97;<[0]>
158;41;Undirected;98;<[0]>
158;133;Undirected;99;<[0]>
158;6;Undirected;100;<[0]>
158;101;Undirected;101;<[0]>
158;20;Undirected;102;<[0]>
158;45;Undirected;103;<[0]>
158;50;Undirected;104;<[0]>
1;2;Undirected;105;<[0]>
1;5;Undirected;106;<[0]>
1;6;Undirected;107;<[0]>
1;3;Undirected;108;<[0]>
1;7;Undirected;109;<[0]>
1;8;Undirected;110;<[0]>
1;11;Undirected;111;<[0]>
1;4;Undirected;112;<[0]>
1;163;Undirected;113;<[0]>
1;109;Undirected;114;<[0]>
1;38;Undirected;115;<[0]>
1;95;Undirected;116;<[0]>
1;176;Undirected;117;<[0]>
1;18;Undirected;118;<[0]>
1;140;Undirected;119;<[0]>
6;2;Undirected;120;<[0]>
6;5;Undirected;121;<[0]>
6;4;Undirected;122;<[0]>
6;3;Undirected;123;<[0]>
6;1;Undirected;124;<[0]>
6;8;Undirected;125;<[0]>
6;7;Undirected;126;<[0]>
6;9;Undirected;127;<[0]>
6;10;Undirected;128;<[0]>
6;40;Undirected;129;<[0]>
6;41;Undirected;130;<[0]>
6;158;Undirected;131;<[0]>
6;168;Undirected;132;<[0]>
6;122;Undirected;133;<[0]>
6;141;Undirected;134;<[0]>
6;125;Undirected;135;<[0]>
20;15;Undirected;136;<[0]>
20;21;Undirected;137;<[0]>
20;17;Undirected;138;<[0]>
20;16;Undirected;139;<[0]>
20;13;Undirected;140;<[0]>
20;40;Undirected;141;<[0]>
20;78;Undirected;142;<[0]>
20;91;Undirected;143;<[0]>
20;109;Undirected;144;<[0]>
20;158;Undirected;145;<[0]>
20;95;Undirected;146;<[0]>
20;136;Undirected;147;<[0]>
38;35;Undirected;148;<[0]>
38;39;Undirected;149;<[0]>
38;44;Undirected;150;<[0]>
38;36;Undirected;151;<[0]>
38;43;Undirected;152;<[0]>
38;37;Undirected;153;<[0]>
38;42;Undirected;154;<[0]>
38;40;Undirected;155;<[0]>
38;45;Undirected;156;<[0]>
38;1;Undirected;157;<[0]>
38;107;Undirected;158;<[0]>
38;175;Undirected;159;<[0]>
38;18;Undirected;160;<[0]>
38;47;Undirected;161;<[0]>
38;50;Undirected;162;<[0]>
38;181;Undirected;163;<[0]>
47;53;Undirected;164;<[0]>
47;56;Undirected;165;<[0]>
47;59;Undirected;166;<[0]>
47;61;Undirected;167;<[0]>
47;58;Undirected;168;<[0]>
47;60;Undirected;169;<[0]>
47;163;Undirected;170;<[0]>
47;38;Undirected;171;<[0]>
47;183;Undirected;172;<[0]>
47;149;Undirected;173;<[0]>
47;110;Undirected;174;<[0]>
47;141;Undirected;175;<[0]>
47;36;Undirected;176;<[0]>
63;65;Undirected;177;<[0]>
63;64;Undirected;178;<[0]>
63;68;Undirected;179;<[0]>
63;71;Undirected;180;<[0]>
63;72;Undirected;181;<[0]>
63;75;Undirected;182;<[0]>
63;76;Undirected;183;<[0]>
63;163;Undirected;184;<[0]>
63;120;Undirected;185;<[0]>
63;100;Undirected;186;<[0]>
63;152;Undirected;187;<[0]>
63;175;Undirected;188;<[0]>
63;149;Undirected;189;<[0]>
63;105;Undirected;190;<[0]>
95;81;Undirected;191;<[0]>
95;83;Undirected;192;<[0]>
95;82;Undirected;193;<[0]>
95;84;Undirected;194;<[0]>
95;88;Undirected;195;<[0]>
95;86;Undirected;196;<[0]>
95;87;Undirected;197;<[0]>
95;92;Undirected;198;<[0]>
95;97;Undirected;199;<[0]>
95;96;Undirected;200;<[0]>
95;94;Undirected;201;<[0]>
95;98;Undirected;202;<[0]>
95;78;Undirected;203;<[0]>
95;1;Undirected;204;<[0]>
95;20;Undirected;205;<[0]>
95;136;Undirected;206;<[0]>
95;176;Undirected;207;<[0]>
95;107;Undirected;208;<[0]>
95;42;Undirected;209;<[0]>
97;81;Undirected;210;<[0]>
97;82;Undirected;211;<[0]>
97;84;Undirected;212;<[0]>
97;85;Undirected;213;<[0]>
97;95;Undirected;214;<[0]>
97;90;Undirected;215;<[0]>
97;40;Undirected;216;<[0]>
97;78;Undirected;217;<[0]>
97;107;Undirected;218;<[0]>
97;13;Undirected;219;<[0]>
97;168;Undirected;220;<[0]>
97;188;Undirected;221;<[0]>
97;122;Undirected;222;<[0]>
125;126;Undirected;223;<[0]>
125;121;Undirected;224;<[0]>
125;132;Undirected;225;<[0]>
125;128;Undirected;226;<[0]>
125;129;Undirected;227;<[0]>
125;122;Undirected;228;<[0]>
125;124;Undirected;229;<[0]>
125;133;Undirected;230;<[0]>
125;142;Undirected;231;<[0]>
125;78;Undirected;232;<[0]>
125;6;Undirected;233;<[0]>
125;9;Undirected;234;<[0]>
125;147;Undirected;235;<[0]>
125;177;Undirected;236;<[0]>
125;149;Undirected;237;<[0]>
125;195;Undirected;238;<[0]>
137;134;Undirected;239;<[0]>
137;136;Undirected;240;<[0]>
137;140;Undirected;241;<[0]>
137;143;Undirected;242;<[0]>
137;145;Undirected;243;<[0]>
137;40;Undirected;244;<[0]>
137;78;Undirected;245;<[0]>
137;101;Undirected;246;<[0]>
137;120;Undirected;247;<[0]>
137;153;Undirected;248;<[0]>
137;99;Undirected;249;<[0]>
137;156;Undirected;250;<[0]>
197;196;Undirected;251;<[0]>
197;183;Undirected;252;<[0]>
197;190;Undirected;253;<[0]>
197;198;Undirected;254;<[0]>
197;163;Undirected;255;<[0]>
197;40;Undirected;256;<[0]>
197;41;Undirected;257;<[0]>
197;15;Undirected;258;<[0]>
197;100;Undirected;259;<[0]>
197;170;Undirected;260;<[0]>
197;25;Undirected;261;<[0]>
25;23;Undirected;262;<[0]>
25;26;Undirected;263;<[0]>
25;28;Undirected;264;<[0]>
25;24;Undirected;265;<[0]>
25;29;Undirected;266;<[0]>
25;33;Undirected;267;<[0]>
25;31;Undirected;268;<[0]>
25;27;Undirected;269;<[0]>
25;34;Undirected;270;<[0]>
25;109;Undirected;271;<[0]>
25;197;Undirected;272;<[0]>
25;187;Undirected;273;<[0]>
25;150;Undirected;274;<[0]>
25;174;Undirected;275;<[0]>
25;152;Undirected;276;<[0]>
27;23;Undirected;277;<[0]>
27;26;Undirected;278;<[0]>
27;28;Undirected;279;<[0]>
27;24;Undirected;280;<[0]>
27;25;Undirected;281;<[0]>
27;29;Undirected;282;<[0]>
27;30;Undirected;283;<[0]>
27;33;Undirected;284;<[0]>
27;31;Undirected;285;<[0]>
27;109;Undirected;286;<[0]>
27;42;Undirected;287;<[0]>
27;176;Undirected;288;<[0]>
27;152;Undirected;289;<[0]>
27;144;Undirected;290;<[0]>
27;141;Undirected;291;<[0]>
45;38;Undirected;292;<[0]>
45;40;Undirected;293;<[0]>
45;37;Undirected;294;<[0]>
45;158;Undirected;295;<[0]>
45;107;Undirected;296;<[0]>
45;195;Undirected;297;<[0]>
45;167;Undirected;298;<[0]>
45;18;Undirected;299;<[0]>
45;134;Undirected;300;<[0]>
50;53;Undirected;301;<[0]>
50;52;Undirected;302;<[0]>
50;48;Undirected;303;<[0]>
50;55;Undirected;304;<[0]>
50;49;Undirected;305;<[0]>
50;51;Undirected;306;<[0]>
50;54;Undirected;307;<[0]>
50;56;Undirected;308;<[0]>
50;158;Undirected;309;<[0]>
50;38;Undirected;310;<[0]>
50;156;Undirected;311;<[0]>
50;168;Undirected;312;<[0]>
50;144;Undirected;313;<[0]>
50;141;Undirected;314;<[0]>
104;112;Undirected;315;<[0]>
104;102;Undirected;316;<[0]>
104;105;Undirected;317;<[0]>
104;109;Undirected;318;<[0]>
104;106;Undirected;319;<[0]>
104;119;Undirected;320;<[0]>
104;113;Undirected;321;<[0]>
104;41;Undirected;322;<[0]>
104;18;Undirected;323;<[0]>
104;87;Undirected;324;<[0]>
104;162;Undirected;325;<[0]>
104;161;Undirected;326;<[0]>
104;175;Undirected;327;<[0]>
105;112;Undirected;328;<[0]>
105;102;Undirected;329;<[0]>
105;115;Undirected;330;<[0]>
105;106;Undirected;331;<[0]>
105;108;Undirected;332;<[0]>
105;109;Undirected;333;<[0]>
105;101;Undirected;334;<[0]>
105;111;Undirected;335;<[0]>
105;104;Undirected;336;<[0]>
105;116;Undirected;337;<[0]>
105;103;Undirected;338;<[0]>
105;113;Undirected;339;<[0]>
105;107;Undirected;340;<[0]>
105;118;Undirected;341;<[0]>
105;117;Undirected;342;<[0]>
105;63;Undirected;343;<[0]>
105;190;Undirected;344;<[0]>
105;123;Undirected;345;<[0]>
105;143;Undirected;346;<[0]>
105;142;Undirected;347;<[0]>
105;24;Undirected;348;<[0]>
107;112;Undirected;349;<[0]>
107;102;Undirected;350;<[0]>
107;105;Undirected;351;<[0]>
107;111;Undirected;352;<[0]>
107;118;Undirected;353;<[0]>
107;114;Undirected;354;<[0]>
107;38;Undirected;355;<[0]>
107;95;Undirected;356;<[0]>
107;97;Undirected;357;<[0]>
107;45;Undirected;358;<[0]>
107;185;Undirected;359;<[0]>
107;184;Undirected;360;<[0]>
122;126;Undirected;361;<[0]>
122;132;Undirected;362;<[0]>
122;139;Undirected;363;<[0]>
122;128;Undirected;364;<[0]>
122;129;Undirected;365;<[0]>
122;133;Undirected;366;<[0]>
122;124;Undirected;367;<[0]>
122;125;Undirected;368;<[0]>
122;127;Undirected;369;<[0]>
122;123;Undirected;370;<[0]>
122;142;Undirected;371;<[0]>
122;135;Undirected;372;<[0]>
122;163;Undirected;373;<[0]>
122;6;Undirected;374;<[0]>
122;97;Undirected;375;<[0]>
122;189;Undirected;376;<[0]>
122;85;Undirected;377;<[0]>
122;28;Undirected;378;<[0]>
141;145;Undirected;379;<[0]>
141;130;Undirected;380;<[0]>
141;136;Undirected;381;<[0]>
141;144;Undirected;382;<[0]>
141;6;Undirected;383;<[0]>
141;47;Undirected;384;<[0]>
141;27;Undirected;385;<[0]>
141;50;Undirected;386;<[0]>
141;120;Undirected;387;<[0]>
141;179;Undirected;388;<[0]>
168;161;Undirected;389;<[0]>
168;170;Undirected;390;<[0]>
168;162;Undirected;391;<[0]>
168;6;Undirected;392;<[0]>
168;97;Undirected;393;<[0]>
168;50;Undirected;394;<[0]>
168;114;Undirected;395;<[0]>
168;174;Undirected;396;<[0]>
168;181;Undirected;397;<[0]>
175;172;Undirected;398;<[0]>
175;191;Undirected;399;<[0]>
175;185;Undirected;400;<[0]>
175;182;Undirected;401;<[0]>
175;192;Undirected;402;<[0]>
175;179;Undirected;403;<[0]>
175;163;Undirected;404;<[0]>
175;38;Undirected;405;<[0]>
175;63;Undirected;406;<[0]>
175;104;Undirected;407;<[0]>
175;110;Undirected;408;<[0]>
175;136;Undirected;409;<[0]>
176;174;Undirected;410;<[0]>
176;172;Undirected;411;<[0]>
176;191;Undirected;412;<[0]>
176;181;Undirected;413;<[0]>
176;188;Undirected;414;<[0]>
176;184;Undirected;415;<[0]>
176;177;Undirected;416;<[0]>
176;180;Undirected;417;<[0]>
176;187;Undirected;418;<[0]>
176;194;Undirected;419;<[0]>
176;186;Undirected;420;<[0]>
176;163;Undirected;421;<[0]>
176;78;Undirected;422;<[0]>
176;109;Undirected;423;<[0]>
176;1;Undirected;424;<[0]>
176;95;Undirected;425;<[0]>
176;27;Undirected;426;<[0]>
194;174;Undirected;427;<[0]>
194;191;Undirected;428;<[0]>
194;181;Undirected;429;<[0]>
194;188;Undirected;430;<[0]>
194;176;Undirected;431;<[0]>
194;184;Undirected;432;<[0]>
194;185;Undirected;433;<[0]>
194;153;Undirected;434;<[0]>
194;162;Undirected;435;<[0]>
194;93;Undirected;436;<[0]>
194;123;Undirected;437;<[0]>
194;133;Undirected;438;<[0]>
194;124;Undirected;439;<[0]>
195;190;Undirected;440;<[0]>
195;198;Undirected;441;<[0]>
195;125;Undirected;442;<[0]>
195;45;Undirected;443;<[0]>
195;156;Undirected;444;<[0]>
195;124;Undirected;445;<[0]>
195;127;Undirected;446;<[0]>
195;18;Undirected;447;<[0]>
12;15;Undirected;448;<[0]>
12;17;Undirected;449;<[0]>
12;14;Undirected;450;<[0]>
12;19;Undirected;451;<[0]>
12;18;Undirected;452;<[0]>
12;13;Undirected;453;<[0]>
12;21;Undirected;454;<[0]>
12;16;Undirected;455;<[0]>
12;22;Undirected;456;<[0]>
12;185;Undirected;457;<[0]>
12;187;Undirected;458;<[0]>
12;135;Undirected;459;<[0]>
12;101;Undirected;460;<[0]>
12;184;Undirected;461;<[0]>
13;15;Undirected;462;<[0]>
13;12;Undirected;463;<[0]>
13;17;Undirected;464;<[0]>
13;19;Undirected;465;<[0]>
13;21;Undirected;466;<[0]>
13;18;Undirected;467;<[0]>
13;22;Undirected;468;<[0]>
13;20;Undirected;469;<[0]>
13;97;Undirected;470;<[0]>
13;133;Undirected;471;<[0]>
13;143;Undirected;472;<[0]>
13;149;Undirected;473;<[0]>
13;72;Undirected;474;<[0]>
15;12;Undirected;475;<[0]>
15;14;Undirected;476;<[0]>
15;17;Undirected;477;<[0]>
15;19;Undirected;478;<[0]>
15;18;Undirected;479;<[0]>
15;13;Undirected;480;<[0]>
15;16;Undirected;481;<[0]>
15;21;Undirected;482;<[0]>
15;22;Undirected;483;<[0]>
15;20;Undirected;484;<[0]>
15;197;Undirected;485;<[0]>
15;162;Undirected;486;<[0]>
15;174;Undirected;487;<[0]>
15;106;Undirected;488;<[0]>
15;90;Undirected;489;<[0]>
16;15;Undirected;490;<[0]>
16;12;Undirected;491;<[0]>
16;20;Undirected;492;<[0]>
16;14;Undirected;493;<[0]>
16;17;Undirected;494;<[0]>
16;19;Undirected;495;<[0]>
16;41;Undirected;496;<[0]>
16;52;Undirected;497;<[0]>
16;32;Undirected;498;<[0]>
16;120;Undirected;499;<[0]>
16;184;Undirected;500;<[0]>
18;15;Undirected;501;<[0]>
18;12;Undirected;502;<[0]>
18;13;Undirected;503;<[0]>
18;14;Undirected;504;<[0]>
18;17;Undirected;505;<[0]>
18;19;Undirected;506;<[0]>
18;21;Undirected;507;<[0]>
18;1;Undirected;508;<[0]>
18;38;Undirected;509;<[0]>
18;45;Undirected;510;<[0]>
18;104;Undirected;511;<[0]>
18;195;Undirected;512;<[0]>
28;23;Undirected;513;<[0]>
28;26;Undirected;514;<[0]>
28;29;Undirected;515;<[0]>
28;24;Undirected;516;<[0]>
28;30;Undirected;517;<[0]>
28;25;Undirected;518;<[0]>
28;33;Undirected;519;<[0]>
28;27;Undirected;520;<[0]>
28;34;Undirected;521;<[0]>
28;31;Undirected;522;<[0]>
28;32;Undirected;523;<[0]>
28;122;Undirected;524;<[0]>
28;90;Undirected;525;<[0]>
28;145;Undirected;526;<[0]>
28;133;Undirected;527;<[0]>
28;46;Undirected;528;<[0]>
32;23;Undirected;529;<[0]>
32;26;Undirected;530;<[0]>
32;28;Undirected;531;<[0]>
32;30;Undirected;532;<[0]>
32;16;Undirected;533;<[0]>
32;14;Undirected;534;<[0]>
32;101;Undirected;535;<[0]>
32;85;Undirected;536;<[0]>
32;66;Undirected;537;<[0]>
36;35;Undirected;538;<[0]>
36;39;Undirected;539;<[0]>
36;44;Undirected;540;<[0]>
36;43;Undirected;541;<[0]>
36;40;Undirected;542;<[0]>
36;38;Undirected;543;<[0]>
36;41;Undirected;544;<[0]>
36;42;Undirected;545;<[0]>
36;46;Undirected;546;<[0]>
36;47;Undirected;547;<[0]>
36;134;Undirected;548;<[0]>
36;156;Undirected;549;<[0]>
36;183;Undirected;550;<[0]>
36;131;Undirected;551;<[0]>
42;35;Undirected;552;<[0]>
42;39;Undirected;553;<[0]>
42;44;Undirected;554;<[0]>
42;36;Undirected;555;<[0]>
42;38;Undirected;556;<[0]>
42;40;Undirected;557;<[0]>
42;91;Undirected;558;<[0]>
42;95;Undirected;559;<[0]>
42;27;Undirected;560;<[0]>
42;173;Undirected;561;<[0]>
42;24;Undirected;562;<[0]>
46;35;Undirected;563;<[0]>
46;39;Undirected;564;<[0]>
46;44;Undirected;565;<[0]>
46;36;Undirected;566;<[0]>
46;28;Undirected;567;<[0]>
46;134;Undirected;568;<[0]>
46;106;Undirected;569;<[0]>
46;68;Undirected;570;<[0]>
46;85;Undirected;571;<[0]>
58;52;Undirected;572;<[0]>
58;56;Undirected;573;<[0]>
58;61;Undirected;574;<[0]>
58;47;Undirected;575;<[0]>
58;60;Undirected;576;<[0]>
58;48;Undirected;577;<[0]>
58;100;Undirected;578;<[0]>
58;198;Undirected;579;<[0]>
58;129;Undirected;580;<[0]>
58;147;Undirected;581;<[0]>
58;174;Undirected;582;<[0]>
66;65;Undirected;583;<[0]>
66;70;Undirected;584;<[0]>
66;67;Undirected;585;<[0]>
66;71;Undirected;586;<[0]>
66;72;Undirected;587;<[0]>
66;77;Undirected;588;<[0]>
66;62;Undirected;589;<[0]>
66;68;Undirected;590;<[0]>
66;73;Undirected;591;<[0]>
66;69;Undirected;592;<[0]>
66;64;Undirected;593;<[0]>
66;76;Undirected;594;<[0]>
66;91;Undirected;595;<[0]>
66;32;Undirected;596;<[0]>
66;177;Undirected;597;<[0]>
66;147;Undirected;598;<[0]>
66;87;Undirected;599;<[0]>
68;65;Undirected;600;<[0]>
68;66;Undirected;601;<[0]>
68;67;Undirected;602;<[0]>
68;64;Undirected;603;<[0]>
68;62;Undirected;604;<[0]>
68;71;Undirected;605;<[0]>
68;63;Undirected;606;<[0]>
68;77;Undirected;607;<[0]>
68;46;Undirected;608;<[0]>
68;110;Undirected;609;<[0]>
68;170;Undirected;610;<[0]>
68;179;Undirected;611;<[0]>
68;173;Undirected;612;<[0]>
85;81;Undirected;613;<[0]>
85;83;Undirected;614;<[0]>
85;82;Undirected;615;<[0]>
85;84;Undirected;616;<[0]>
85;88;Undirected;617;<[0]>
85;89;Undirected;618;<[0]>
85;90;Undirected;619;<[0]>
85;86;Undirected;620;<[0]>
85;92;Undirected;621;<[0]>
85;98;Undirected;622;<[0]>
85;93;Undirected;623;<[0]>
85;94;Undirected;624;<[0]>
85;97;Undirected;625;<[0]>
85;122;Undirected;626;<[0]>
85;32;Undirected;627;<[0]>
85;46;Undirected;628;<[0]>
85;184;Undirected;629;<[0]>
85;153;Undirected;630;<[0]>
87;81;Undirected;631;<[0]>
87;83;Undirected;632;<[0]>
87;84;Undirected;633;<[0]>
87;88;Undirected;634;<[0]>
87;95;Undirected;635;<[0]>
87;99;Undirected;636;<[0]>
87;104;Undirected;637;<[0]>
87;66;Undirected;638;<[0]>
87;181;Undirected;639;<[0]>
87;148;Undirected;640;<[0]>
87;52;Undirected;641;<[0]>
90;81;Undirected;642;<[0]>
90;83;Undirected;643;<[0]>
90;82;Undirected;644;<[0]>
90;84;Undirected;645;<[0]>
90;85;Undirected;646;<[0]>
90;88;Undirected;647;<[0]>
90;99;Undirected;648;<[0]>
90;86;Undirected;649;<[0]>
90;93;Undirected;650;<[0]>
90;97;Undirected;651;<[0]>
90;109;Undirected;652;<[0]>
90;15;Undirected;653;<[0]>
90;28;Undirected;654;<[0]>
90;144;Undirected;655;<[0]>
90;136;Undirected;656;<[0]>
100;96;Undirected;657;<[0]>
100;91;Undirected;658;<[0]>
100;93;Undirected;659;<[0]>
100;63;Undirected;660;<[0]>
100;197;Undirected;661;<[0]>
100;58;Undirected;662;<[0]>
100;143;Undirected;663;<[0]>
100;191;Undirected;664;<[0]>
101;112;Undirected;665;<[0]>
101;102;Undirected;666;<[0]>
101;105;Undirected;667;<[0]>
101;109;Undirected;668;<[0]>
101;108;Undirected;669;<[0]>
101;103;Undirected;670;<[0]>
101;113;Undirected;671;<[0]>
101;114;Undirected;672;<[0]>
101;158;Undirected;673;<[0]>
101;137;Undirected;674;<[0]>
101;12;Undirected;675;<[0]>
101;32;Undirected;676;<[0]>
101;143;Undirected;677;<[0]>
106;112;Undirected;678;<[0]>
106;102;Undirected;679;<[0]>
106;105;Undirected;680;<[0]>
106;110;Undirected;681;<[0]>
106;111;Undirected;682;<[0]>
106;113;Undirected;683;<[0]>
106;108;Undirected;684;<[0]>
106;116;Undirected;685;<[0]>
106;104;Undirected;686;<[0]>
106;115;Undirected;687;<[0]>
106;117;Undirected;688;<[0]>
106;103;Undirected;689;<[0]>
106;15;Undirected;690;<[0]>
106;46;Undirected;691;<[0]>
106;139;Undirected;692;<[0]>
106;152;Undirected;693;<[0]>
106;164;Undirected;694;<[0]>
120;110;Undirected;695;<[0]>
120;114;Undirected;696;<[0]>
120;119;Undirected;697;<[0]>
120;78;Undirected;698;<[0]>
120;63;Undirected;699;<[0]>
120;137;Undirected;700;<[0]>
120;141;Undirected;701;<[0]>
120;16;Undirected;702;<[0]>
123;126;Undirected;703;<[0]>
123;121;Undirected;704;<[0]>
123;132;Undirected;705;<[0]>
123;139;Undirected;706;<[0]>
123;128;Undirected;707;<[0]>
123;129;Undirected;708;<[0]>
123;122;Undirected;709;<[0]>
123;124;Undirected;710;<[0]>
123;142;Undirected;711;<[0]>
123;163;Undirected;712;<[0]>
123;105;Undirected;713;<[0]>
123;194;Undirected;714;<[0]>
123;183;Undirected;715;<[0]>
123;156;Undirected;716;<[0]>
124;126;Undirected;717;<[0]>
124;121;Undirected;718;<[0]>
124;132;Undirected;719;<[0]>
124;139;Undirected;720;<[0]>
124;128;Undirected;721;<[0]>
124;129;Undirected;722;<[0]>
124;122;Undirected;723;<[0]>
124;142;Undirected;724;<[0]>
124;133;Undirected;725;<[0]>
124;125;Undirected;726;<[0]>
124;138;Undirected;727;<[0]>
124;123;Undirected;728;<[0]>
124;194;Undirected;729;<[0]>
124;195;Undirected;730;<[0]>
124;164;Undirected;731;<[0]>
124;159;Undirected;732;<[0]>
124;183;Undirected;733;<[0]>
133;126;Undirected;734;<[0]>
133;121;Undirected;735;<[0]>
133;132;Undirected;736;<[0]>
133;139;Undirected;737;<[0]>
133;128;Undirected;738;<[0]>
133;129;Undirected;739;<[0]>
133;122;Undirected;740;<[0]>
133;124;Undirected;741;<[0]>
133;127;Undirected;742;<[0]>
133;138;Undirected;743;<[0]>
133;125;Undirected;744;<[0]>
133;163;Undirected;745;<[0]>
133;158;Undirected;746;<[0]>
133;194;Undirected;747;<[0]>
133;13;Undirected;748;<[0]>
133;28;Undirected;749;<[0]>
136;130;Undirected;750;<[0]>
136;131;Undirected;751;<[0]>
136;141;Undirected;752;<[0]>
136;140;Undirected;753;<[0]>
136;137;Undirected;754;<[0]>
136;143;Undirected;755;<[0]>
136;145;Undirected;756;<[0]>
136;91;Undirected;757;<[0]>
136;20;Undirected;758;<[0]>
136;95;Undirected;759;<[0]>
136;175;Undirected;760;<[0]>
136;90;Undirected;761;<[0]>
143;126;Undirected;762;<[0]>
143;136;Undirected;763;<[0]>
143;140;Undirected;764;<[0]>
143;137;Undirected;765;<[0]>
143;145;Undirected;766;<[0]>
143;105;Undirected;767;<[0]>
143;13;Undirected;768;<[0]>
143;100;Undirected;769;<[0]>
143;101;Undirected;770;<[0]>
143;179;Undirected;771;<[0]>
147;155;Undirected;772;<[0]>
147;151;Undirected;773;<[0]>
147;156;Undirected;774;<[0]>
147;146;Undirected;775;<[0]>
147;148;Undirected;776;<[0]>
147;166;Undirected;777;<[0]>
147;150;Undirected;778;<[0]>
147;160;Undirected;779;<[0]>
147;159;Undirected;780;<[0]>
147;167;Undirected;781;<[0]>
147;78;Undirected;782;<[0]>
147;125;Undirected;783;<[0]>
147;58;Undirected;784;<[0]>
147;66;Undirected;785;<[0]>
147;108;Undirected;786;<[0]>
149;155;Undirected;787;<[0]>
149;151;Undirected;788;<[0]>
149;146;Undirected;789;<[0]>
149;150;Undirected;790;<[0]>
149;167;Undirected;791;<[0]>
149;152;Undirected;792;<[0]>
149;154;Undirected;793;<[0]>
149;166;Undirected;794;<[0]>
149;160;Undirected;795;<[0]>
149;91;Undirected;796;<[0]>
149;47;Undirected;797;<[0]>
149;63;Undirected;798;<[0]>
149;125;Undirected;799;<[0]>
149;13;Undirected;800;<[0]>
152;155;Undirected;801;<[0]>
152;151;Undirected;802;<[0]>
152;156;Undirected;803;<[0]>
152;146;Undirected;804;<[0]>
152;148;Undirected;805;<[0]>
152;149;Undirected;806;<[0]>
152;166;Undirected;807;<[0]>
152;165;Undirected;808;<[0]>
152;41;Undirected;809;<[0]>
152;63;Undirected;810;<[0]>
152;25;Undirected;811;<[0]>
152;27;Undirected;812;<[0]>
152;106;Undirected;813;<[0]>
153;151;Undirected;814;<[0]>
153;163;Undirected;815;<[0]>
153;158;Undirected;816;<[0]>
153;164;Undirected;817;<[0]>
153;161;Undirected;818;<[0]>
153;162;Undirected;819;<[0]>
153;137;Undirected;820;<[0]>
